,Unnamed: 0,University,Department,Overall Pay,LW Ratio,Academic Year,Program Year,Comments,lon,lat,merged,counts,pay_sum,pay_average
1490,1628,The University of Birmingham,Computer science,29000.0,,2018-2019,1st,,-1.9076099999999998,52.488772,False,1,29000.0,29000.0
1497,1635,Cranfield University,PhD Engineering,19645.0,,2018-2019,,,-0.6280375,52.073466,False,1,19645.0,19645.0
1503,1643,,Biomedical Engineering,24982.0,,2017-2018,1st,Health insurance (~$1000) reimbursed by department. Mandatory fee = graduate student activity fee.,,,False,1,24982.0,24982.0
1504,1644,"University of St Andrews, UK",Eastbio BBSRC,27500.0,,2015-2016,1st,I received an enhanced stipend for being a veterinary surgeon ,-2.793838,56.341364,False,2,40409.0,20204.5
1505,1645,Weill Cornell Medical School,Developmental Biology,34000.0,,2013-2014,,,-75.53,39.16,False,1,34000.0,34000.0
1523,1664,"University of Massachusetts , Boston (UMB)",Chemistry ,18200.0,0.64,2019-2020,2nd,"Summer work is not guaranteed, but if you do get a summer session, it is $3500. If you get both summer sessions, it is $7000.
Insurance costs $3000, and UMB reimburses about half. Dental is about $700 I think and they reimburse half. T passes are 11% discount or parking is ~$155/month. A lot of us in Chemistry have second jobs.",-71.06089,42.358315000000005,False,5,104308.0,20861.6
1528,1669,University of Gothenburg (Sweden),Computer Science,43194.0,,2019-2020,4th,"Employment, net pay has a 33% Tax Deduction.",11.961307,57.6970935,False,2,80540.0,40270.0
1546,1688,Ottawa Hospital Research Institute,Cancer Therapeutics Program,22000.0,,2018-2019,4th,,-75.72414599999999,45.392828,False,1,22000.0,22000.0
1552,1694,Central Michigan University (CMU),Experimental Psychology,12600.0,0.73,2006-2007,1st,,-84.035546,43.438992999999996,False,3,40200.0,13400.0
1563,1705,Arkansas State University,Molecular Biosciences,19600.0,,2019-2020,2nd,"No health insurance. 
9 hrs/sem required for employment
Covers own fees",-90.6774535,35.84149650000001,False,1,19600.0,19600.0
1569,1711,Tel Aviv University ,Cell Biology and Biotechnology ,40000.0,,2018-2019,5th,,34.80321,32.113591,False,1,40000.0,40000.0
1573,1715,Weill Cornell Graduate School of Medical Sciences,Pharmacology,41000.0,,2019-2020,3rd,,-73.9543365,40.764303000000005,False,3,114966.0,38322.0
1574,1716,Thomas Jefferson University,"Pathology, Anatomy, & Cell Biology",29500.0,1.22,2019-2020,6th and up,"health insurance, tuition, and fees are covered.",-75.157348,39.94975150000001,False,8,233924.0,29240.5
1619,1764,Icahn School of Medicine at Mount Sinai,Immunology,40000.0,,2019-2020,,,-73.9533255,40.7895415,False,4,146000.0,36500.0
1624,1769,Saint Jude,,38200.0,,2019-2020,1st,,125.604083,7.070938000000001,False,1,38200.0,38200.0
1651,1799,,,25700.0,,2018-2019,,,,,False,1,25700.0,25700.0
1653,1801,University of Minnesota,"Biochemistry, Molecular Biology, and Biophysics",30879.0,,2019-2020,2nd,,-93.23994275,44.974447,False,1,30879.0,30879.0
1658,1807,The American College of Financial Services,,30000.0,,2018-2019,4th,,-75.32771199999998,40.018608,False,1,30000.0,30000.0
1662,1813,,Sociology,18000.0,,2018-2019,1st,,,,False,1,18000.0,18000.0
1665,1816,,,19500.0,,2018-2019,3rd,,,,False,1,19500.0,19500.0
1681,1832,University of Montana (UM),"Organismal Biology, Ecology, and Evolution",18000.0,0.82,2018-2019,6th and up,,-113.97714599999999,46.856083,False,5,99696.0,19939.2
1682,1833,,,39000.0,,2018-2019,1st,,,,False,1,39000.0,39000.0
1728,1882,Worcester Polytechnic Institute (WPI),Bioinformatics,32700.0,1.45,2019-2020,1st,Fellowship given during enrollment,-71.80844,42.274151,False,8,228420.0,28552.5
1739,1893,,,22000.0,,2018-2019,,,,,False,1,22000.0,22000.0
1748,1905,University of Southern Mississippi (USM),English,12000.0,0.56,2019-2020,1st,,-89.33788100000001,31.331031,False,5,85210.0,17042.0
1753,1910,Indian School of Business,Marketing,18000.0,,2018-2019,1st,,78.339999,17.435316,False,1,18000.0,18000.0
1762,1919,University of Memphis,Communication Sciences and Disorders,16800.0,0.75,2019-2020,5th,,-89.93734,35.1193385,False,11,189900.0,17263.636363636364
1765,1922,,,27250.0,,2018-2019,,,,,False,1,27250.0,27250.0
1786,1945,,,40000.0,,2018-2019,,,,,False,1,40000.0,40000.0
1811,1973,University of Arkansas for Medical Sciences,GPIBS,24900.0,1.19,2018-2019,1st,fee for TB test,-92.320431,34.7494735,False,12,293467.0,24455.583333333332
1818,1980,,,28800.0,,2018-2019,2nd,,,,False,1,28800.0,28800.0
1824,1986,,,30000.0,,2018-2019,,,,,False,1,30000.0,30000.0
1833,1995,Tuskegee University,Food & Nutrition,11000.0,,2018-2019,2nd,,-85.707471,32.430195,False,1,11000.0,11000.0
1834,1997,University of New Hampshire (UNH),Natural Resources,27760.0,1.17,2018-2019,1st,,-70.93239750000002,43.1359435,False,9,201593.0,22399.222222222223
1845,2009,,,12500.0,,2018-2019,,,,,False,1,12500.0,12500.0
1848,2012,Medical College of Wisconsin,Public and Community Health,33600.0,1.56,2019-2020,2nd,,-88.02200199999999,43.04338,False,5,152812.0,30562.4
1852,2017,Northern Illinois University (NIU),Psychology,12605.0,0.57,2019-2020,3rd,"University President recently mandated minimum Graduate student stipend be $1,500 a month (pre-tax). Student fees have doubled since 2015. University-offered healthcare also has gone up 30%, and the maximum out of pocket is $7,150. Students in STEM programs earn 30-60% more than Psychology students, relatively higher than the national average of STEM doctoral students earning 20-30% more than social science students.",-78.8187,42.9547,False,7,91110.0,13015.714285714286
1867,2033,Mayo Medical School,Molecular Pharmacology and Experimental Therpuetics,32775.0,1.45,2018-2019,4th,,-9.1167,53.75,False,1,32775.0,32775.0
1887,2054,Test University,Test,26000.0,,2018-2019,1st,,-97.743,30.2938,False,1,26000.0,26000.0
1888,2055,Ball State University (BSU),Environmental Science,17000.0,0.85,2018-2019,,,-85.408396,40.202521000000004,False,2,32133.0,16066.5
1909,2080,West Texas A&M University,Agriculture ,18000.0,,2018-2019,2nd,,-101.914826,34.9837135,False,1,18000.0,18000.0
1910,2081,University of South Alabama (USA),Basic medical sciences,26890.0,1.17,2017-2018,2nd,110 per semester.,-88.17788175000003,30.6962785,False,3,62990.0,20996.666666666668
1912,2083,"University of Missouri , Kansas City (UMKC)",Psychology,9000.0,0.43,2019-2020,2nd,,-94.57629,39.033574,False,3,38800.0,12933.333333333334
1920,2092,University of Rhode Island (URI),Mechanical Engineering ,24600.0,1.08,2018-2019,2nd,,-71.52618749999998,41.482649,False,4,64485.0,16121.25
1925,2099,University of Oklahoma Health Sciences Center,Biomedical Sciences,24000.0,1.19,2015-2016,4th,,-97.15661300000001,49.903451000000004,False,5,128000.0,25600.0
1958,2136,Drexel University,Engineering,26500.0,,2019-2020,1st,,-75.18896099999999,39.955879,False,1,26500.0,26500.0
1962,2140,,,35000.0,,2018-2019,,,,,False,1,35000.0,35000.0
1981,2161,,Physics,24000.0,,2018-2019,1st,,,,False,1,24000.0,24000.0
1986,2166,Illinois Institute of Technology (IIT),Biomedical Engineering,27000.0,1.11,2018-2019,,,-87.62739599999999,41.834840500000006,False,4,67300.0,16825.0
1989,2170,University of Cambridge (Gates Cambridge Scholarship),Clinical Medicine,22000.0,,2019-2020,1st,,0.117658,52.202032,False,1,22000.0,22000.0
2006,2187,,,15000.0,,2018-2019,,,,,False,1,15000.0,15000.0
2014,2198,The University of Alabama,"English, CRES",14360.0,,2018-2019,1st,,-87.546874,33.211341000000004,False,1,14360.0,14360.0
2050,2240,,,42700.0,,2018-2019,,,,,False,1,42700.0,42700.0
2055,2247,,,26450.0,,2018-2019,,,,,False,1,26450.0,26450.0
2058,2250,,chemistry,27600.0,,2018-2019,,,,,False,1,27600.0,27600.0
2059,2251,,,27600.0,,2018-2019,,,,,False,1,27600.0,27600.0
2071,2264,Clarkson University,Chemistry/ PhD,24650.0,1.2,2019-2020,2nd,,-74.9988135,44.663449,False,3,75150.0,25050.0
2096,2289,,Physics,38662.0,,2019-2020,1st,,,,False,1,38662.0,38662.0
2130,2331,Mayo Clinic Graduate School,,32569.0,,2018-2019,1st,Stipends for all students guaranteed for five years and paid by graduate school and not PI's grants.,101.785511,2.928986,False,1,32569.0,32569.0
2131,2332,,,23980.0,,2018-2019,,,,,False,1,23980.0,23980.0
2132,2333,,,23980.0,,2018-2019,,,,,False,1,23980.0,23980.0
2134,2335,,,23000.0,,2018-2019,1st,,,,False,1,23000.0,23000.0
2137,2338,Purdue University,Industrial and Physical Pharmacy,26500.0,,2018-2019,,,-86.929836,40.416012,False,1,26500.0,26500.0
2149,2350,,,47000.0,,2018-2019,,,,,False,1,47000.0,47000.0
2156,2359,,,32750.0,,2018-2019,,,,,False,1,32750.0,32750.0
2166,2370,FAMU,COPPS,16183.0,,2018-2019,,,-84.2838155,30.418857,False,1,16183.0,16183.0
2169,2373,Clark Atlanta University,Chemistry ,17100.0,0.73,2019-2020,1st,,-84.41135249999998,33.749955,False,1,17100.0,17100.0
2189,2396,Florida Institute of Technology,Bces,11560.0,0.55,2018-2019,,,-80.6238055,28.065064000000003,False,2,31560.0,15780.0
2196,2404,"University of Texas , Arlington (UTA) |  University of Texas at Arlington ",Mechanical Engineering/PhD,16500.0,0.76,2019-2020,2nd,"Insurance of 2500 USD (Fall - 950, Spring+Summer - 1450), but you can always opt for outside insurance (worth 300-600 USD per year)",-97.1149705,32.729879,False,14,298200.0,21300.0
2200,2409,,,39000.0,,2018-2019,4th,,,,False,1,39000.0,39000.0
2206,2416,Eastman School of Music | Eastman School of Music (University of Rochester),Musicology,17831.0,,2018-2019,3rd,"My stipend is higher than many in the department as I have an additional fellowship paid by the university on top of my departmental stipend. I also have health insurance included, which most students do not have (an additional $2448 a year if purchasing from the school). ",-77.601606875,43.157602125,False,2,31391.0,15695.5
2239,2457,,chemistry,25000.0,,2018-2019,,,,,False,1,25000.0,25000.0
2256,2475,Pacifica Graduate Institute,Psychology,24819.0,0.95,2015-2016,4th,,-119.5810135,34.431537500000005,False,1,24819.0,24819.0
2289,2513,,,18000.0,,2018-2019,1st,,,,False,1,18000.0,18000.0
2301,2529,,,25000.0,,2018-2019,5th,,,,False,1,25000.0,25000.0
2321,2553,,,22400.0,,2018-2019,1st,,,,False,1,22400.0,22400.0
2328,2560,UF,,25000.0,,2018-2019,,,55.96666999999999,54.73333,False,1,25000.0,25000.0
2335,2568,University of Kansas Medical Center (KUMC),"Microbiology, Molecular Genetics & Immunology",27000.0,,2018-2019,1st,+ full tuition waiver,-94.60920562500002,39.056065,False,3,71000.0,23666.666666666668
2346,2579,Walden University,Business,12000.0,0.52,2018-2019,3rd,,-81.46637700000001,28.424684999999997,False,2,46000.0,23000.0
2364,2599,incheon  national university,Electronics,12000.0,,2018-2019,1st,,126.633361,37.375476,False,1,12000.0,12000.0
2369,2604,University of Toronto Rotman School of Management,Management,28500.0,,2018-2019,1st,Value in Canadian dollars. Scholarships are not taxed by the Province of Ontario or the Canadian federal government.,-79.398488,43.6649985,False,1,28500.0,28500.0
2372,2607,,,23300.0,,2018-2019,,,,,False,1,23300.0,23300.0
2433,2672,University of North Dakota (ND),English,17900.0,0.93,2018-2019,1st,,-97.07060899999999,47.921819,False,3,51431.0,17143.666666666668
2503,2744,,French ,20000.0,,2019-2020,1st,,,,False,1,20000.0,20000.0
2516,2760,,Anthropology ,25500.0,,2018-2019,1st,Pay $700/year for public transport pass,,,False,1,25500.0,25500.0
2606,2859,University of Guelph,Environmental Sciences,13411.0,,2018-2019,2nd,"Canadian University, however all values are in USD",-80.2254645,43.532261,False,2,32111.0,16055.5
2608,2862,Villanova,Theology and Religious Studies,24600.0,,2018-2019,1st,,-75.3491,40.0373,False,1,24600.0,24600.0
2628,2882,,biology,32000.0,,2018-2019,,,,,False,1,32000.0,32000.0
2631,2885,,,27000.0,,2018-2019,,,,,False,1,27000.0,27000.0
2635,2889,University of Victoria,Physics and Astronomy,20000.0,,2018-2019,1st,Canadian dollars. Approximately calculated.,-123.31065900000002,48.4647795,False,3,58683.0,19561.0
2638,2892,"University of Texas Health Science Center , Houston",GSBS,32000.0,1.46,2017-2018,5th,,-95.403086,29.703271,False,8,221500.0,27687.5
2660,2915,University of New Brunswick,Department of Electrical & Computer Engineering ,12000.0,,2019-2020,1st,All payment in CAD,-66.085871,45.30581,False,1,12000.0,12000.0
2666,2922,Loma Linda University,Earth and Biological Sciences,14800.0,,2018-2019,2nd,,-117.2619795,34.052225,False,3,62300.0,20766.666666666668
2680,2936,,,29268.0,,2018-2019,,,,,False,1,29268.0,29268.0
2683,2939,Indiana University of Pennsylvania (IUP),Philanthropic Studies,15000.0,0.72,2018-2019,1st,,-79.159598,40.617052,False,2,25000.0,12500.0
2706,2963,,,26000.0,,2018-2019,,,,,False,1,26000.0,26000.0
2712,2969,"Embry,Riddle Aeronautical University",Engineering Physics,20000.0,,2018-2019,5th,,-81.049095,29.18863,False,4,65000.0,16250.0
2720,2980,University of California San Diego,Electrical and Computer Engineering,27714.0,,2019-2020,1st,"The offer is as follows: 

2209/month for the first 10 months, as part of a fellowship. 
2611/month subsequently as a graduate student researcher. 

Tuition, fees, health insurance all covered otherwise. The gross pay listed above was modified to reflect a 9 month (rather than 10 month) salary. ",-122.305757,37.9004575,False,2,54214.0,27107.0
2728,2988,,Nutrition,25000.0,,2018-2019,1st,,,,False,1,25000.0,25000.0
2764,3025,,Speech language and hearing PhD in communication sciences and disorders ,27000.0,,2017-2018,5th,Small discount on tuition but have to be enrolled full time for stipend ,,,False,1,27000.0,27000.0
2771,3034,,College of Health Solutions,17000.0,,2018-2019,3rd,Includes tuition and health insurance ,,,False,1,17000.0,17000.0
2803,3068,,history,20000.0,,2018-2019,,,,,False,1,20000.0,20000.0
2835,3102,cu boulder,mechanical,29000.0,,2018-2019,1st,,-105.24245400000001,40.009777,False,1,29000.0,29000.0
2842,3109,New Mexico State University (NMSU),MAE,8092.0,0.39,2018-2019,2nd,,-106.74474599999999,32.278546,False,11,211250.0,19204.545454545456
2859,3127,INSEAD,Management,42555.0,,2018-2019,1st,"For AY 2018, annual stipend covers 35,200  for Singapore-based students and 32,000  for Fontainebleau-based students, which includes accommodation and living expenses. Research and conference budget support is provided in addition to the annual stipend, averaging SGD 4,080 or approx. 2,500  annually for Singapore students, and 2,000  for Fontainebleau students, along with a comprehensive health insurance coverage that covers student, spouse and children.*

Research or teaching assistantships are not required in exchange for the fellowship, since assistantships are part of the curriculum and are already included in the funding. ",103.7865595,1.2997254999999999,False,4,123388.0,30847.0
2891,3164,,,16000.0,,2018-2019,1st,,,,False,1,16000.0,16000.0
2914,3190,,,36000.0,,2018-2019,,,,,False,1,36000.0,36000.0
2916,3192,,,33000.0,,2018-2019,,,,,False,1,33000.0,33000.0
2921,3197,North Carolina A&T State University (NC A&T),Civil construction environmental engineering ,24341.0,,2018-2019,1st,,-79.7725715,36.0750455,False,2,32341.0,16170.5
2951,3228,"CUNY , John Jay College",Criminal Justice ,26500.0,0.89,2018-2019,3rd,,-73.989558,40.768603000000006,False,2,52500.0,26250.0
2954,3231,,,26025.0,,2018-2019,1st,,,,False,1,26025.0,26025.0
2956,3233,,,27500.0,,2018-2019,,,,,False,1,27500.0,27500.0
2969,3246, Clark University,Psychology ,18723.0,,2018-2019,2nd,$100 initial graduate administration fee; $15/semester graduate activity fee,-71.823174,42.2511345,False,2,35908.0,17954.0
2983,3260,Sydney,Psychology/PhD,18070.0,,2018-2019,,USD,151.21,-33.868,False,1,18070.0,18070.0
3005,3284,DePaul University (DPU),Psychology,19000.0,0.78,2018-2019,3rd,,-87.657696,41.923916,False,2,38500.0,19250.0
3021,3300,"Binghamton University , SUNY",Psychology,18800.0,0.91,2018-2019,4th,Some summer funding possible but not guaranteed,-75.969123,42.090647499999996,False,9,179200.0,19911.11111111111
3024,3304,Lamar University,Chemical Engineering,15900.0,0.78,2018-2019,1st,,-94.0750065,30.042003,False,2,32700.0,16350.0
3058,3341,St. Jude Children's Research Hospital,Biomedical Sciences,37050.0,,2019-2020,1st,https://www.stjude.org/education-training/st-jude-graduate-school-of-biomedical-sciences/benefits.html,-90.043289,35.15324200000001,False,1,37050.0,37050.0
3086,3372,Bentley University,Accounting,30000.0,,2018-2019,1st,,-71.220612,42.387526,False,1,30000.0,30000.0
3136,3428,,,25600.0,,2018-2019,,,,,False,1,25600.0,25600.0
3182,3476,Princeton Theological Seminary (PTS),History,30000.0,1.18,2019-2020,1st,$25K of base stipend and $5K from a presidential scholarship. Tuition paid. Full health insurance for student.,-74.6639065,40.3441735,False,2,46000.0,23000.0
3212,3507,,,25000.0,,2018-2019,,,,,False,1,25000.0,25000.0
3264,3564,,,32000.0,,2018-2019,,,,,False,1,32000.0,32000.0
3269,3569,The University of Manchester,Economics,26820.0,,2018-2019,2nd,,-2.2355155,53.464432499999994,False,1,26820.0,26820.0
3284,3586,,Biology,38000.0,,2018-2019,1st,,,,False,1,38000.0,38000.0
3293,3596,,,23760.0,,2018-2019,,,,,False,1,23760.0,23760.0
3365,3672,Cornell,Sociology,32953.0,,2019-2020,1st,"27,218 for academic year [5 years support, although notes that ""typically"" the program is able to provide funding beyond the 5th year if needed]
+ 5,735 for 4 summers

2 years SAGE fellowship and 3 years TA-ship.

",2.07111,41.355,False,2,67204.0,33602.0
3398,3709,,,34000.0,,2018-2019,,,,,False,1,34000.0,34000.0
3412,3724,,,17000.0,,2018-2019,,,,,False,1,17000.0,17000.0
3429,3742,,Physics,30000.0,,2018-2019,,,,,False,1,30000.0,30000.0
3430,3744,Rush University,Integrated Biomedical Sciences,30000.0,1.24,2018-2019,1st,,-87.669244375,41.87422221875,False,1,30000.0,30000.0
3446,3761,,,18000.0,,2018-2019,,,,,False,1,18000.0,18000.0
3471,3786,,,22500.0,,2018-2019,,,,,False,1,22500.0,22500.0
3475,3790,Indiana State University (ISU),Economics,22800.0,1.16,2019-2020,1st,,-86.533889,39.178806,False,1,22800.0,22800.0
3477,3792,,,30000.0,,2018-2019,,,,,False,1,30000.0,30000.0
3488,3804,The University of Western Australia,School of Molecular Sciences,30000.0,,2019-2020,3rd,Recently increased their stipend from $29k to $30k (Jan 2019).,115.817898,-31.980069,False,1,30000.0,30000.0
3499,3815,South Dakota State University (SDSU),Biology and Microbiology (PhD),42575.0,2.26,2018-2019,3rd,"The fees are for 30 credit hours (12 fall, 12 spring and 6 summer). It's ~$45 per credit hour.",-96.78707,44.319045,False,4,108425.0,27106.25
3514,3830,,,31000.0,,2018-2019,1st,,,,False,1,31000.0,31000.0
3521,3838,Noetheastern,Science,35000.0,,2018-2019,1st,,-18.1,65.68333,False,1,35000.0,35000.0
3531,3849,,,30500.0,,2018-2019,1st,,,,False,1,30500.0,30500.0
3551,3871,,,18400.0,,2018-2019,1st,,,,False,1,18400.0,18400.0
3569,3891,"National university of ireland galway | National University of Ireland, Galway",Microbiology,18000.0,,2018-2019,1st,,-9.061357000000001,53.277882375,False,3,42021.0,14007.0
3576,3898,,,20000.0,,2018-2019,,,,,False,1,20000.0,20000.0
3585,3909,Chapman University,Computational and Data Sciences,23100.0,,2018-2019,2nd,,-117.85198500000001,33.7929255,False,1,23100.0,23100.0
3588,3912,,Comparative Literature,32125.0,,2018-2019,1st,,,,False,1,32125.0,32125.0
3590,3914,Villanova University,Philosophy,25800.0,,2018-2019,2nd,1k is for health insurance subsidy,-75.339864,40.036934,False,1,25800.0,25800.0
3615,3939,Albany Medical College,,28000.0,1.23,2018-2019,1st,,-73.777159,42.653321999999996,False,4,106000.0,26500.0
3628,3953,NANYANG TECHNOLOGICAL UNIVERSITY | Nanyang Technological University,PhD EEE,29562.0,,2018-2019,3rd,,103.681792,1.347227,False,2,51162.0,25581.0
3630,3955,University of Melbourne | university of melbourne,Department of Psychiatry,30900.0,,2018-2019,1st,AUD,144.9628925,-37.79826900000001,False,3,84800.0,28266.666666666668
3651,3978,"Louisiana State University School of Medicine , Shreveport",Microbiology and Immunology,26000.0,1.2,2018-2019,,,-93.7652,32.5222,False,5,114200.0,22840.0
3667,3995,,,18000.0,,2018-2019,4th,,,,False,1,18000.0,18000.0
3713,4044,,,24000.0,,2018-2019,1st,,,,False,1,24000.0,24000.0
3721,4054,"University of North Carolina , Charlotte (UNCC)",Nanoscale Science ,21000.0,0.92,2018-2019,1st,,-80.73279699999999,35.3049605,False,8,134330.0,16791.25
3727,4061,university of  Maryland  | University of Maryland,biology,21000.0,,2018-2019,2nd,,-76.94807275,38.98640225,False,2,46000.0,23000.0
3767,4112,University of Notre Dame,Department of Computer Science and Engineering,32500.0,,2018-2019,1st,,-86.23826225,41.7008115,False,2,55500.0,27750.0
3813,4167,,,18400.0,,2018-2019,,,,,False,1,18400.0,18400.0
3820,4174,The University of North Texas,Chemistry,18340.0,,2018-2019,2nd,,-97.1148,32.7865,False,1,18340.0,18340.0
3825,4180,University of the Sciences in Philadelphia,Biochemistry,22731.0,0.94,2018-2019,3rd,Health Insurance is out of pocket,-75.2078135,39.946221,False,4,84831.0,21207.75
3833,4189,Yale University,Chemistry,36000.0,,2018-2019,5th,,-72.92584699999998,41.3113795,False,2,64550.0,32275.0
3839,4196,Penn State College of Medicine,Biomedical Sciences,32000.0,,2018-2019,1st,,-76.67621199999999,40.264376,False,1,32000.0,32000.0
3848,4205,,,37000.0,,2018-2019,,,,,False,1,37000.0,37000.0
3849,4206,,Mechanical Engineering,37500.0,,2018-2019,1st,Fellowship plus 1/4 time Grad Assistant Position,,,False,1,37500.0,37500.0
3857,4214,"Griffith University, Australia ",MECHANICAL,28000.0,,2018-2019,1st,IPRS stipend of AUD 28000 per year. Tuition fee waiver for 4 years. Full Health Insurance covered. Top up research funding of $6000 per year.   ,153.05937350000002,-27.549348,False,1,28000.0,28000.0
3858,4215,,,31100.0,,2018-2019,,,,,False,1,31100.0,31100.0
3859,4216,University of Georgia | University of Georgia ,"13,590",12090.0,,2018-2019,,,-83.374647,33.954395000000005,False,3,43870.0,14623.333333333334
3872,4230,,math,26300.0,,2018-2019,,,,,False,1,26300.0,26300.0
3877,4235,,,31635.0,,2018-2019,,,,,False,1,31635.0,31635.0
3896,4255,Missouri University of Science & Technology,materials science,21500.0,,2016-2017,1st,,-91.773536,37.95518800000001,False,2,43000.0,21500.0
3908,4268,College of William and Mary (W&M),Physics,26000.0,,2017-2018,,,-112.03,46.59,False,6,123752.0,20625.333333333332
3918,4279,,,26300.0,,2018-2019,,,,,False,1,26300.0,26300.0
3939,4303,johns hopkins | johns hopkins ,Economics,29000.0,,2018-2019,1st,,50.136269,26.310290999999996,False,2,52000.0,26000.0
3943,4307,university missouri ,Mathematics,20000.0,,2018-2019,1st,,-90.5041245,38.645653,False,1,20000.0,20000.0
3945,4309,Dublin City university ,Chemistry ,16000.0,,2018-2019,1st,16000 Euro,-6.258126,53.385746999999995,False,1,16000.0,16000.0
3964,4332,,Biostatistics ,22000.0,,2016-2017,1st,,,,False,1,22000.0,22000.0
3965,4334,,,22000.0,,2016-2017,1st,,,,False,1,22000.0,22000.0
3977,4347,,,29500.0,,2016-2017,,,,,False,1,29500.0,29500.0
3987,4357,university of south carolina,biological sciences,20858.0,,2017-2018,1st,,-81.026572,33.9968505,False,1,20858.0,20858.0
4028,4404,University of Waterloo,Chemistry,16500.0,,2016-2017,1st,,-80.54100550000003,43.4705625,False,1,16500.0,16500.0
4035,4411,,,27000.0,,2016-2017,,,,,False,1,27000.0,27000.0
4039,4415,,,14000.0,,2016-2017,,,,,False,1,14000.0,14000.0
4061,4438,,,22000.0,,2017-2018,,,,,False,1,22000.0,22000.0
4068,4445,,,48000.0,,2016-2017,,,,,False,1,48000.0,48000.0
4071,4449,Massachusetts College of Pharmacy and Health Sciences,PHARMACEUTICAL SCIENCES,21000.0,0.73,2017-2018,2nd,no health insurance,-71.463977,42.996302,False,2,44750.0,22375.0
4087,4468,,21000,19000.0,,2017-2018,1st,,,,False,1,19000.0,19000.0
4122,4504,,,30000.0,,2016-2017,,,,,False,1,30000.0,30000.0
4134,4518,Polytechnic Montreal,Computer Engineering,16500.0,,2017-2018,1st,,-73.554,45.5088,False,2,32500.0,16250.0
4149,4535,,,30200.0,,2017-2018,1st,,,,False,1,30200.0,30200.0
4151,4538,Polytechnic Institute of New York University,Mechanical Engineering/PhD,30000.0,1.01,2017-2018,1st,,-76.1358,43.0404,False,4,123600.0,30900.0
4218,4606,"Open University,KEMRI Wellcome Trust Research Programme",Biosciences,16040.0,,2016-2017,2nd,,-0.7112149999999999,52.024374,False,1,16040.0,16040.0
4237,4626,,,18000.0,,2016-2017,,,,,False,1,18000.0,18000.0
4268,4659,University of Manchester,school of medical sciences ,16899.0,,2016-2017,3rd,,-2.2286740000000003,53.460354,False,1,16899.0,16899.0
4281,4672,The Francis Crick Institute (UK),,31165.0,,2016-2017,3rd,"PhD student stipend 22000 per year/4 yr at the Francis Crick Institute, London, UK. Non taxed, take home 100%",-0.1283755,51.531721999999995,False,1,31165.0,31165.0
4282,4673,indiana,philanthropy,15000.0,,2017-2018,,,-86.28460760648821,39.9184076479,False,1,15000.0,15000.0
4295,4687,,,20250.0,,2017-2018,5th,,,,False,1,20250.0,20250.0
4298,4690,,Agriculture and Consumer Economics,17000.0,,2017-2018,1st,,,,False,1,17000.0,17000.0
4313,4707,NYU,steinhadt,26000.0,,2017-2018,,,-73.995956,40.729364,False,1,26000.0,26000.0
4333,4727,,Biology ,30000.0,,2016-2017,1st,,,,False,1,30000.0,30000.0
4339,4734,,,8784.0,,2016-2017,,,,,False,1,8784.0,8784.0
4355,4752,"University of Colorado, Boulder",Applied Mathematics,16000.0,,2017-2018,3rd,,-105.2676765,40.00704500000001,False,1,16000.0,16000.0
4357,4754,,,28000.0,,2016-2017,1st,,,,False,1,28000.0,28000.0
4375,4772,,,28200.0,,2016-2017,,,,,False,1,28200.0,28200.0
4419,4818,Claremont Graduate University (CGU),English,20000.0,0.77,2016-2017,1st,,-117.7136665,34.103158,False,2,40000.0,20000.0
4459,4861,Max Planck Institute for Human Cognitive & Brain Sciences,,21944.0,,2017-2018,1st,There's bonus payments in addition to the monthly salary at least once a year.,4.506390000000001,47.46333,False,1,21944.0,21944.0
4461,4863,,,21752.0,,2016-2017,,,,,False,1,21752.0,21752.0
4463,4865,,Microbiology,16000.0,,2016-2017,,,,,False,1,16000.0,16000.0
4464,4866,,,16000.0,,2016-2017,,,,,False,1,16000.0,16000.0
4470,4873,Carleton University ,Earth sciences,18000.0,,2016-2017,3rd,,-75.6974505,45.3836645,False,1,18000.0,18000.0
4479,4883,,,19305.0,,2016-2017,,,,,False,1,19305.0,19305.0
4493,4899,University of Western Australia,Ecology,38000.0,,2017-2018,1st,"$29,000 is my stipend, $9,000 on top of that is what I earn teaching and working a weekend job",115.81350400000001,-31.977031,False,1,38000.0,38000.0
4494,4901,,Psychology,20000.0,,2016-2017,3rd,,,,False,1,20000.0,20000.0
4513,4928,Flinders University,Science and Engineering,26000.0,,2016-2017,1st,,138.5724725,-35.023041,False,1,26000.0,26000.0
4532,4949,,,36000.0,,2016-2017,,,,,False,1,36000.0,36000.0
4540,4957,,,22000.0,,2016-2017,,,,,False,1,22000.0,22000.0
4547,4964,National University of Singapore,,30000.0,,2013-2014,1st,,103.81797399999999,1.319392,False,1,30000.0,30000.0
4557,4974,,,47844.0,,2017-2018,1st,,,,False,1,47844.0,47844.0
4566,4983,,,21000.0,,2016-2017,,,,,False,1,21000.0,21000.0
4579,4996,University of Puerto Rico,Environmental Health ,9111.0,,2016-2017,3rd,,-111.996697,33.412107250000005,False,2,23611.0,11805.5
4592,5011,,Chemistry,28000.0,,2017-2018,5th,,,,False,1,28000.0,28000.0
4601,5021,University of Regina,Biology,9000.0,,2016-2017,4th,,-104.588981,50.418388,False,1,9000.0,9000.0
